temperature,rainfall,humidity,wind_speed,soil_ph,soil_moisture,soil_density,light_hours,risk
8.727005942368123,55.539878651585894,40.93645469887248,10.09054491313347,6.859979391417964,39.363552027744205,1.5537798678544754,4.4655934567466495,No Risk
37.53571532049581,162.57028421350745,39.75830392575999,11.950220957870584,8.02716164649993,47.34356593750214,1.2206704534736164,6.2412703387735515,Low Fertility
26.599697090570253,261.8837507629225,92.50036644168293,3.7570184818874846,7.800804648950795,85.45473932021804,1.7106761943483706,13.974949661079311,Flood
19.93292420985183,219.66746592286836,39.96369598796049,9.373111494104984,4.769499523468868,34.00043860598922,1.529181367348469,13.20122027606003,Low Fertility
-2.1990679778781743,241.9683443584349,41.75597809029048,8.57618974715623,4.746247348707369,86.96496848121713,1.210042718489868,8.207712297485763,Low Fertility
-2.2002739831898674,197.6350100132152,80.7518609934371,12.492455651824066,5.340871838724567,8.813443097669149,1.7736366402368449,8.52172753329055,Frost
-7.095819391590027,207.68296935535574,55.9791873960432,13.591305907218908,5.805373631705186,77.67984372086308,1.4628558243347245,10.402653202642954,Frost
33.308807288746756,254.75869546959578,82.1368445564145,0.1823515721608021,6.042277907042413,84.75476330547363,1.1510289163101586,4.002892056221615,Flood
20.05575058716044,74.90040265775578,25.229292605150818,10.11029878588189,7.398486084166726,18.181765283733874,1.5387830330905472,6.894932032456334,No Risk
25.403628889802278,146.82748909294213,59.005695493870746,0.7775369867959353,4.283402160829177,43.03465323722004,1.2772392349089672,6.498781703298573,Low Fertility
-8.970775285209879,66.36283254588066,22.68908801466261,8.232879976160339,4.173363521130332,16.54997746636556,1.6625854163141116,7.005795360997162,Low Fertility
38.49549260809972,296.3004023989941,25.01225627642836,4.314490935655173,5.959552814719546,70.66041289942177,1.6724754514963336,13.670870110401296,Flood
31.622132040021086,283.217801905984,92.51499626755287,4.601648992832118,7.485818460689902,53.534776806165674,1.7852631490982633,7.356086278557318,Flood
0.6169555339138082,11.82804341055177,31.139629689407613,5.294377551785349,4.967176714782413,63.5323346708321,1.4513086717171526,6.298255864601778,Low Fertility
-0.9087516396449686,211.67255175470655,62.593654582017365,9.319386735744152,7.207522406281258,19.648696695621116,1.418469815809416,10.051161529516378,Frost
-0.8297745073283096,277.5744952246998,52.887648208056525,5.010749485031538,5.299140689701497,21.17458620524195,1.6274329238125365,14.387740436472782,Frost
5.212112147976885,54.17260353820006,47.78746610070741,10.990485758854206,8.430430544067582,4.149732550990636,1.1927294594393487,6.8961964460499985,Low Fertility
16.237821581611893,170.38356916578883,91.9866676549818,6.0679107836080455,8.478449721333082,32.20675351957297,1.482840859655187,4.942434913513584,Low Fertility
11.597250932105787,274.6464892764126,21.74587174203916,1.0252980046493794,5.486436021406632,55.97446613336749,1.4823733200915958,8.276856830195976,Flood
4.561457009902096,10.183793575739653,73.10317489404713,11.756397637261609,5.149968769816203,85.79349139973289,1.162631185967271,12.971821894779733,Plant Diseases
20.592644736118974,209.226080174052,97.07155473708403,4.28637486889059,6.056519860331156,66.69274474586807,1.3925888598548395,10.608286536337536,No Risk
-3.025306967397908,89.20470221176522,64.81345467694736,6.491503193988939,5.202657925900743,43.53963233997514,1.6972993589970415,13.801520434892169,Frost
4.607232426760907,277.3188586129591,94.94579696264735,10.281658248328522,7.361919216458518,95.31201143941378,1.6993075353962621,15.515105771310807,Flood
8.318092164684586,291.3174735496103,24.1806303428819,4.98684235723068,8.130323422741426,71.92452005758318,1.1694663654437767,13.511949721019406,Flood
12.803499210851797,283.27994673403015,53.50346552593291,0.8487848422007344,7.365460654556085,93.016520286255,1.1635046179234816,11.24563694612504,Flood
29.25879806965068,142.26426499723914,40.81262327696409,5.608815705192204,8.121752236246747,52.75879732721657,1.2838868339013547,9.920099056628565,Low Fertility
-0.01631089208201253,258.61279529679405,78.46567719845838,14.166728740414552,5.984960811037371,25.89042747931396,1.7123362437877954,4.4808290361792,Frost
15.711721920680581,253.3648195605211,98.50376723977973,9.626015959478373,4.781584853544304,5.282668636472199,1.1902318095514492,15.811863745768495,Flood
19.620728443102124,95.7301419729767,40.52240499553982,10.072187230008105,7.689754736987961,72.60848514838504,1.6039977618392123,8.601773470900511,No Risk
-7.6774793640001135,248.67464224520322,72.33396811792596,9.484232304564598,5.802372525707769,12.130299800553413,1.1708159337291724,5.826738567002401,Frost
20.37724259507192,11.102290414647786,35.847810620779214,2.984882084391552,7.356354126145662,30.277512827196716,1.5361964976234779,12.000506264757481,No Risk
-1.4737938156354229,178.88096354461592,65.22642036572879,6.275007961534202,5.353219709908828,53.24709078838974,1.3492471093834015,7.4114594691455125,Frost
-6.747420350736024,69.00265118631091,57.114598935066894,11.264096975449775,4.406148174033364,56.441658777974766,1.652239774076107,11.029339251172571,Frost
37.44427686266666,36.17006573318364,97.76042637052296,1.5205934632973872,8.962908977438817,60.0583196987136,1.2635833141777546,11.041214894135095,Low Fertility
38.28160165372797,23.085960488762748,68.68218181571733,4.1677916413456835,4.781007539652997,16.625533034970065,1.547441280572972,9.34875785083443,Low Fertility
30.419867405823055,208.88663276344192,47.960509766945506,4.144786626987804,8.942104969817406,37.97374048216488,1.2649777742031196,14.033423386540512,Low Fertility
